0.0000030734		-0.0000013034
0.0000024165		-0.0000019359
0.0000016619		-0.0000023306
0.0000008829		-0.0000024842
0.0000001473		-0.0000024136
-0.0000004879		-0.0000021530
-0.0000009801		-0.0000017488
-0.0000013033		-0.0000012554
-0.0000014493		-0.0000007297
-0.0000014265		-0.0000002259
-0.0000012583		0.0000002090
-0.0000009795		0.0000005385
-0.0000006328		0.0000007396
-0.0000002641		0.0000008036
0.0000000815		0.0000007364
0.0000003644		0.0000005568
0.0000005535		0.0000002943
0.0000006287		-0.0000000138
0.0000005829		-0.0000003268
0.0000004222		-0.0000006041
0.0000001647		-0.0000008093
-0.0000001609		-0.0000009136
-0.0000005183		-0.0000008984
-0.0000008670		-0.0000007573
-0.0000011663		-0.0000004968
-0.0000013786		-0.0000001358
-0.0000014736		0.0000002961
-0.0000014309		0.0000007605
-0.0000012422		0.0000012142
-0.0000009126		0.0000016122
-0.0000004607		0.0000019123
0.0000000829		0.0000020784
0.0000006774		0.0000020845
0.0000012751		0.0000019168
0.0000018248		0.0000015759
0.0000022768		0.0000010770
0.0000025860		0.0000004499
0.0000027169		-0.0000002635
0.0000026465		-0.0000010115
0.0000023666		-0.0000017366
0.0000018859		-0.0000023798
0.0000012292		-0.0000028853
0.0000004371		-0.0000032052
-0.0000004372		-0.0000033036
-0.0000013309		-0.0000031601
-0.0000021766		-0.0000027719
-0.0000029069		-0.0000021554
-0.0000034600		-0.0000013453
-0.0000037847		-0.0000003931
-0.0000038445		0.0000006362
-0.0000036220		0.0000016685
-0.0000031202		0.0000026259
-0.0000023637		0.0000034325
-0.0000013979		0.0000040204
-0.0000002861		0.0000043353
0.0000008943		0.0000043412
0.0000020571		0.0000040241
0.0000031137		0.0000033940
0.0000039796		0.0000024855
0.0000045812		0.0000013557
0.0000048622		0.0000000813
0.0000047880		-0.0000012467
0.0000043504		-0.0000025293
0.0000035683		-0.0000036667
0.0000024883		-0.0000045664
0.0000011817		-0.0000051503
-0.0000002596		-0.0000053614
-0.0000017293		-0.0000051694
-0.0000031150		-0.0000045743
-0.0000043060		-0.0000036075
-0.0000052023		-0.0000023306
-0.0000057234		-0.0000008323
-0.0000058148		0.0000007779
-0.0000054542		0.0000023772
-0.0000046539		0.0000038388
-0.0000034622		0.0000050419
-0.0000019602		0.0000058815
-0.0000002574		0.0000062778
0.0000015161		0.0000061836
0.0000032198		0.0000055897
0.0000047128		0.0000045271
0.0000058663		0.0000030664
0.0000065742		0.0000013138
0.0000067631		-0.0000005964
0.0000063998		-0.0000025114
0.0000054957		-0.0000042720
0.0000041083		-0.0000057258
0.0000023379		-0.0000067401
0.0000003215		-0.0000072142
-0.0000017779		-0.0000070897
-0.0000037833		-0.0000063571
-0.0000055190		-0.0000050589
-0.0000068256		-0.0000032884
-0.0000075748		-0.0000011840
-0.0000076822		0.0000010812
-0.0000071164		0.0000033127
-0.0000059050		0.0000053113
-0.0000041343		0.0000068905
-0.0000019446		0.0000078938
0.0000004801		0.0000082109
0.0000029267		0.0000077892
0.0000051711		0.0000066422
0.0000069989		0.0000048510
0.0000082254		0.0000025603
0.0000087146		-0.0000000324
0.0000083946		-0.0000026923
0.0000072676		-0.0000051685
0.0000054135		-0.0000072167
0.0000029860		-0.0000086238
0.0000002015		-0.0000092299
-0.0000026792		-0.0000089468
-0.0000053739		-0.0000077708
-0.0000076068		-0.0000057873
-0.0000091362		-0.0000031667
-0.0000097813		-0.0000001523
-0.0000094434		0.0000029617
-0.0000081214		0.0000058570
-0.0000059166		0.0000082236
-0.0000030281		0.0000097929
0.0000002633		0.0000103682
0.0000036200		0.0000098505
0.0000066817		0.0000082541
0.0000091027		0.0000057118
0.0000105916		0.0000024675
0.0000109463		-0.0000011452
0.0000100827		-0.0000047348
0.0000080506		-0.0000078928
0.0000050365		-0.0000102401
0.0000013502		-0.0000114722
-0.0000026039		-0.0000113998
-0.0000063693		-0.0000099785
-0.0000094879		-0.0000073226
-0.0000115563		-0.0000037020
-0.0000122777		0.0000004813
-0.0000115063		0.0000047342
-0.0000092752		0.0000085285
-0.0000058035		0.0000113651
-0.0000014814		0.0000128398
0.0000031692		0.0000127026
0.0000075542		0.0000109004
0.0000110810		0.0000075980
0.0000132381		0.0000031707
0.0000136707		-0.0000018313
0.0000122406		-0.0000067467
0.0000090608		-0.0000108872
0.0000044982		-0.0000136328
-0.0000008603		-0.0000145256
-0.0000062768		-0.0000133482
-0.0000109591		-0.0000101742
-0.0000141753		-0.0000053788
-0.0000153684		0.0000003940
-0.0000142561		0.0000063096
-0.0000108957		0.0000114575
-0.0000057027		0.0000149887
0.0000005869		0.0000162570
0.0000070103		0.0000149403
0.0000125174		0.0000111208
0.0000161403		0.0000053051
0.0000171643		-0.0000016260
0.0000152735		-0.0000085379
